0,55918e182827-Hudep2_ATAC,df556ca45528-Hudep2_D3_merged_CTCF.all,8ac5c2b6b652-Hudep2_BCL11A,d4479abb8c62-Hudep2_D0_GATA1.all,e75fff55b23d-HUDEP2_LRF_CHIP,6de19797ef29-Hudep2_D3_merged_GATA1.all,1a798ec730b0-Hudep2_D3_merged_KLF1.all,4c1a9aa91555-Hudep2_D3_merged_LDB1.all,f3f86258967b-Hudep2_D3_merged_TAL1.all
chr6:135502112-135502113,389.43199999999996,27.0683,2.03416,17.7096,82.3944,13.7717,60.7484,20.9783,16.1848
chr6:135502401-135502402,1298.49,23.0839,13.1894,17.8556,110.455,28.9596,64.1661,24.9798,19.6056
chr6:135504392-135504393,442.72,15.7531,5.14596,12.0699,51.1879,7.892860000000001,26.6056,14.0171,11.6553
chr6:135504393-135504394,440.76199999999994,15.7158,5.15528,12.0714,51.1848,7.8882,26.6398,14.0373,11.6444
chr6:135504405-135504406,417.26599999999996,15.2686,5.26708,12.0901,51.1475,7.8323,27.0497,14.2795,11.514000000000001
chr6:135504406-135504407,415.30699999999996,15.2314,5.2764,12.0916,51.1444,7.82764,27.0839,14.2997,11.5031
chr6:135504417-135504418,393.769,14.8214,5.3788800000000005,12.1087,51.1102,7.7764,27.4596,14.5217,11.3835
chr6:135504420-135504421,387.467,14.7189,5.40683,12.1366,51.0745,7.75776,27.5807,14.5807,11.3432
chr6:135505155-135505156,859.441,143.239,8.72981,15.6537,57.25,16.705,28.8618,17.6165,16.1879
chr6:135505237-135505238,776.6239999999999,150.981,6.338509999999999,18.6957,54.5621,18.8649,29.9612,17.177,18.2143
chr6:135509976-135509977,57.691,5.28106,2.92857,10.7422,19.2857,6.874219999999999,6.9627300000000005,6.48447,4.19876
chr6:135509979-135509980,58.3991,5.30901,2.99379,10.8307,19.3742,7.01863,7.060560000000001,6.48913,4.2872699999999995
chr6:135510126-135510127,62.3261,7.51553,5.5465800000000005,15.0016,22.5202,8.79193,9.6972,9.14752,9.39907
chr6:135512736-135512737,314.64099999999996,15.514000000000001,6.2872699999999995,43.3929,54.6351,46.6755,60.9255,17.8556,20.0311
chr6:135512741-135512742,315.922,15.7003,6.44255,44.3789,55.0311,48.205,61.5233,18.3525,20.4425
chr6:135512745-135512746,316.947,15.8494,6.56677,45.1677,55.3478,49.4286,62.0016,18.75,20.7717
chr6:135512746-135512747,317.203,15.8866,6.59783,45.3649,55.427,49.7345,62.1211,18.8494,20.854
chr6:135512752-135512753,318.741,16.1102,6.784160000000001,46.5481,55.9022,51.5699,62.8385,19.4457,21.3478
chr6:135513047-135513048,1045.28,29.3742,21.6755,122.936,62.2034,171.78900000000002,101.807,63.5016,55.0373
chr6:135513484-135513485,706.595,22.4689,13.9099,75.3137,53.5016,199.78599999999997,80.6102,55.6817,64.9767
chr6:135516389-135516390,86.4783,9.30124,6.940989999999999,16.045,20.4317,13.6242,14.7531,12.7376,5.21739
chr6:135516390-135516391,86.9425,9.329189999999999,6.92857,16.0916,20.455,13.7174,14.7516,12.7112,5.22826
chr6:135516393-135516394,88.3354,9.413039999999999,6.8913,16.2314,20.5248,13.9969,14.7469,12.632,5.26087
chr6:135516427-135516428,103.773,10.4006,6.38199,18.1134,21.528000000000002,17.7609,14.868,11.8711,5.7795
chr6:135516430-135516431,105.036,10.4984,6.31211,18.3649,21.677,18.264,14.9286,11.8432,5.86801
chr6:135516495-135516496,113.565,11.9876,4.90528,24.1273,25.1165,29.7003,17.5124,13.2143,9.010869999999999
chr6:135516499-135516500,113.23,12.0373,4.82453,24.5497,25.3463,30.5326,17.7609,13.3758,9.3028
chr6:135516500-135516501,113.146,12.0497,4.80435,24.6553,25.4037,30.7407,17.823,13.4161,9.37578
chr6:135516501-135516502,113.06200000000001,12.0621,4.78416,24.7609,25.4612,30.9488,17.8851,13.4565,9.44876
chr6:135516502-135516503,112.978,12.0745,4.76398,24.8665,25.5186,31.1568,17.9472,13.4969,9.52174
chr6:135516503-135516504,112.89399999999999,12.087,4.74379,24.971999999999998,25.5761,31.3649,18.0093,13.5373,9.59472
chr6:135516511-135516512,112.22399999999999,12.1863,4.5823,25.8168,26.0357,33.0295,18.5062,13.8602,10.1786
chr6:135516513-135516514,112.056,12.2112,4.541930000000001,26.028000000000002,26.1506,33.4457,18.6304,13.940999999999999,10.3245
chr6:135516514-135516515,111.97200000000001,12.2236,4.52174,26.1335,26.2081,33.6537,18.6925,13.9814,10.3975
chr6:135516543-135516544,111.604,12.3137,4.18634,30.3866,27.7842,41.2236,21.5714,15.3354,13.7345
chr6:135516549-135516550,111.399,12.295,4.14907,31.2624,28.0637,42.7236,22.205,15.6149,14.4519
chr6:135516552-135516553,111.29700000000001,12.2857,4.1304300000000005,31.7003,28.2034,43.4736,22.5217,15.7547,14.8106
chr6:135516553-135516554,111.262,12.2826,4.124219999999999,31.8463,28.25,43.7236,22.6273,15.8012,14.9301
chr6:135516729-135516730,411.272,11.1739,9.85714,69.7935,31.0606,103.95200000000001,45.4783,21.7329,36.1553
chr6:135516735-135516736,432.405,11.1801,10.0512,70.7795,31.1071,105.169,45.7003,21.8276,36.2081
chr6:135516737-135516738,439.275,11.1832,10.1102,71.0807,31.1227,105.53299999999999,45.7562,21.8556,36.2112
chr6:135516738-135516739,442.71,11.1848,10.1398,71.2314,31.1304,105.714,45.7842,21.8696,36.2127
chr6:135552028-135552029,59.0637,4.65528,9.2795,9.4177,17.7857,7.2236,6.700310000000001,12.3866,7.218939999999999
chr6:135552080-135552081,88.045,4.56832,8.10559,10.3618,15.0807,8.990680000000001,8.01242,12.4488,6.3618
chr6:135552089-135552090,91.1196,4.61025,7.82609,10.4457,14.6056,9.14441,8.5295,12.3929,6.31988
chr6:135552092-135552093,92.1444,4.624219999999999,7.73292,10.4736,14.4472,9.19565,8.70186,12.3742,6.3059
chr6:135552377-135552378,95.8944,10.6863,5.44255,8.03416,18.2811,4.06677,13.9472,10.5637,9.2764
chr6:135552378-135552379,96.3975,10.7267,5.43323,8.03416,18.3556,4.0559,13.8742,10.5373,9.2764
chr6:135552443-135552444,122.193,13.2034,4.65528,8.19565,21.8929,4.14907,9.9146,9.003110000000001,8.60093
chr6:135552444-135552445,122.354,13.2391,4.64596,8.1941,21.9379,4.15994,9.86801,8.98602,8.590060000000001
chr6:135552451-135552452,123.484,13.4891,4.58075,8.18323,22.2531,4.23602,9.54193,8.86646,8.51398
chr6:135552452-135552453,123.646,13.5248,4.57143,8.18168,22.2981,4.2468900000000005,9.495339999999999,8.84938,8.503110000000001
chr6:135575838-135575839,432.87,6.53261,12.0978,11.190999999999999,22.2904,11.8292,18.2158,9.88043,4.36335
chr6:135575877-135575878,495.652,6.715839999999999,11.3447,11.8929,22.545,11.5839,18.2407,11.8789,4.65373
chr6:135575897-135575898,502.51599999999996,7.118010000000001,10.7065,12.0714,22.7267,11.0528,18.2236,12.6661,4.75155
chr6:135583739-135583740,285.717,7.0621100000000006,3.8587,25.4255,26.6522,13.1444,16.6863,9.245339999999999,5.43944
chr6:135583778-135583779,268.002,6.782610000000001,3.8913,24.3168,25.9255,12.264000000000001,16.705,9.44565,5.39752
chr6:135583780-135583781,266.35200000000003,6.75155,3.8882,24.236,25.8882,12.1925,16.6988,9.44876,5.3882
chr6:135602538-135602539,3.6009300000000004,5.07764,9.175469999999999,9.076089999999999,18.3323,3.6490699999999996,10.0047,10.264000000000001,4.55435
chr6:135602539-135602540,3.5962699999999996,5.07764,9.158389999999999,9.1118,18.3525,3.6646,10.0031,10.2733,4.54814
chr6:135602542-135602543,3.5823,5.07764,9.10714,9.21894,18.413,3.71118,9.99845,10.3012,4.5295
chr6:135602544-135602545,3.5729800000000003,5.07764,9.072980000000001,9.29037,18.4534,3.7422400000000002,9.995339999999999,10.3199,4.51708
chr6:135602545-135602546,3.5683199999999995,5.07764,9.0559,9.326089999999999,18.4736,3.7577599999999998,9.993789999999999,10.3292,4.51087
chr6:135602547-135602548,3.55901,5.07764,9.02174,9.39752,18.514,3.78882,9.990680000000001,10.3478,4.49845
chr6:135602556-135602557,3.5170800000000004,5.07764,8.86801,9.71894,18.6957,3.9285699999999997,9.97671,10.4317,4.44255
chr6:135608465-135608466,23.4689,4.68478,2.67081,11.8804,15.5062,7.15994,4.63199,11.3773,2.3555900000000003
chr6:135640080-135640081,213.422,9.31056,12.4068,118.865,35.5481,47.0435,44.278,29.4596,30.9922
chr6:135640083-135640084,213.287,9.29658,12.3882,118.53399999999999,35.3571,47.0248,44.1988,29.3711,31.0016
chr6:135640090-135640091,212.972,9.26398,12.3447,117.762,34.9115,46.9814,44.013999999999996,29.1646,31.0233
chr6:135640092-135640093,212.882,9.254660000000001,12.3323,117.542,34.7842,46.9689,43.9612,29.1056,31.0295
chr6:135640096-135640097,212.702,9.23602,12.3075,117.101,34.5295,46.9441,43.8556,28.9876,31.0419
chr6:135640116-135640117,211.801,9.14286,12.1832,114.896,33.2562,46.8199,43.3276,28.3975,31.104
chr6:135640117-135640118,211.75599999999997,9.1382,12.177,114.786,33.1925,46.8137,43.3012,28.368000000000002,31.1071
chr6:135642596-135642597,1140.21,20.4457,20.5745,141.817,65.0528,174.66299999999998,79.9767,56.2096,90.2748
chr6:135642703-135642704,1025.2,18.8028,19.132,173.58700000000002,67.1941,199.857,84.0233,66.0714,91.9193
chr6:135642706-135642707,1008.96,18.7003,18.8525,173.666,67.0217,199.44299999999998,83.7158,65.9224,91.6118
chr6:135642713-135642714,971.059,18.4612,18.2003,173.851,66.6196,198.475,82.9984,65.5745,90.8944
chr6:135643975-135643976,252.172,15.4348,6.6304300000000005,44.1134,48.2609,15.1506,38.2981,19.4099,12.6988
chr6:135644372-135644373,1489.75,22.0637,25.1227,346.346,127.98,262.649,160.626,74.7189,118.152
chr6:135644382-135644383,1606.5,22.9022,26.5357,362.42699999999996,134.07,274.55,167.293,79.0543,122.12700000000001
chr6:135644383-135644384,1616.13,22.9674,26.6522,363.666,134.575,275.457,167.801,79.4084,122.37
chr6:135644489-135644490,2463.38,28.0807,37.1832,461.616,181.18599999999998,342.283,209.31799999999998,114.675,137.921
chr6:135644490-135644491,2466.14,28.0994,37.2422,461.792,181.393,342.325,209.43599999999998,114.89,137.941
chr6:135644491-135644492,2468.91,28.118000000000002,37.3012,461.967,181.59900000000002,342.366,209.554,115.104,137.961
chr6:135644526-135644527,2542.33,28.6724,39.2578,465.902,187.947,342.43199999999996,212.783,122.213,138.842
chr6:135644553-135644554,2464.37,28.4053,39.6102,455.843,186.66299999999998,333.441,209.56099999999998,123.846,139.80700000000002
chr6:135644558-135644559,2447.91,28.3432,39.6491,453.778,186.31400000000002,331.624,208.87,124.064,139.97799999999998
chr6:135644559-135644560,2444.62,28.3307,39.6568,453.365,186.24400000000003,331.26099999999997,208.731,124.10700000000001,140.012
chr6:135644560-135644561,2441.33,28.3183,39.6646,452.952,186.174,330.898,208.593,124.15100000000001,140.047
chr6:135644568-135644569,2414.99,28.2189,39.7267,449.648,185.615,327.991,207.488,124.49799999999999,140.32
chr6:135644569-135644570,2411.7,28.2065,39.7345,449.23400000000004,185.545,327.627,207.34900000000002,124.542,140.35399999999998
chr6:135644570-135644571,2404.13,28.1801,39.6801,448.385,185.283,326.941,207.033,124.47399999999999,140.335
chr6:135644574-135644575,2373.84,28.0745,39.4627,444.98800000000006,184.233,324.19599999999997,205.766,124.2,140.261
chr6:135644575-135644576,2366.26,28.0481,39.4084,444.13800000000003,183.97,323.509,205.449,124.132,140.24200000000002
chr6:135644577-135644578,2351.12,27.9953,39.2997,442.439,183.446,322.137,204.815,123.995,140.205
chr6:135644581-135644582,2319.71,27.8898,39.0637,438.981,182.326,319.422,203.519,123.649,140.157
chr6:135646936-135646937,743.1260000000001,6.83385,6.35093,50.1553,36.0373,52.2314,56.086999999999996,25.2516,28.2127
chr6:135646937-135646938,743.9630000000001,6.85093,6.34317,50.1957,36.0419,52.222,56.1087,25.2764,28.1801
chr6:135646941-135646942,747.311,6.91925,6.31211,50.3571,36.0606,52.1848,56.1957,25.3758,28.0497
chr6:135647026-135647027,672.082,8.510869999999999,5.05124,48.3944,34.309,46.0606,53.7888,24.8913,23.4907
chr6:135647028-135647029,665.585,8.53571,5.004659999999999,48.1677,34.191,45.7469,53.5466,24.8012,23.3168
chr6:135647030-135647031,659.0889999999999,8.56056,4.958069999999999,47.941,34.073,45.4332,53.3043,24.7112,23.1429
chr6:135647034-135647035,644.604,8.579189999999999,4.88354,47.4503,33.8742,44.8556,52.7764,24.5062,22.8634
chr6:135647036-135647037,637.362,8.588510000000001,4.84627,47.205,33.7748,44.5668,52.5124,24.4037,22.7236
chr6:135647052-135647053,579.424,8.663039999999999,4.54814,45.2422,32.9798,42.2562,50.4006,23.5839,21.6056
chr6:135647054-135647055,572.182,8.672360000000001,4.51087,44.9969,32.8804,41.9674,50.1366,23.4814,21.4658
chr6:135647063-135647064,539.592,8.71429,4.34317,43.8929,32.4332,40.6677,48.9488,23.0202,20.837
chr6:135669158-135669159,66.8292,8.04037,2.58696,24.8152,18.1925,7.25,11.4596,10.0295,5.07143
chr6:135669166-135669167,69.2516,7.91615,2.6118,25.0388,18.3292,7.25,11.5839,10.1786,5.18323
chr6:135669175-135669176,71.8742,7.74845,2.62112,25.2531,18.5202,7.22205,11.7236,10.309000000000001,5.28106
chr6:135669176-135669177,72.1599,7.728260000000001,2.62112,25.2748,18.5435,7.217389999999999,11.7391,10.3214,5.290369999999999
chr6:135669209-135669210,78.4814,7.1972,2.5310599999999996,25.677,19.222,7.0636600000000005,12.0714,10.4161,5.50776
chr6:135740457-135740458,108.20200000000001,6.773289999999999,4.60559,13.0839,13.2096,14.059000000000001,15.0606,18.0155,9.45031
chr6:135740459-135740460,109.53399999999999,6.84161,4.59938,13.1522,13.2655,14.1242,15.1227,18.0217,9.48758
chr6:135744944-135744945,210.165,125.005,3.5729800000000003,14.1335,20.4286,6.50932,24.9115,13.913,7.43478
chr6:135745031-135745032,268.043,127.436,3.15373,14.3463,24.3587,6.82919,23.5776,14.1553,6.01708
chr6:135760234-135760235,151.339,116.79,2.98758,14.9363,26.0606,11.9099,28.6165,20.4907,8.02484
chr6:135760235-135760236,151.756,116.898,2.99534,14.9332,26.1351,11.9022,28.5932,20.4705,8.03106
chr6:135760239-135760240,153.42700000000002,117.32600000000001,3.0264,14.9208,26.4332,11.8711,28.5,20.3898,8.0559
chr6:135760241-135760242,154.262,117.54,3.04193,14.9146,26.5823,11.8556,28.4534,20.3494,8.06832
chr6:135760244-135760245,155.516,117.86200000000001,3.06522,14.9053,26.8059,11.8323,28.3835,20.2888,8.086960000000001
chr6:135773013-135773014,21.6211,105.214,1.9487599999999998,5.00776,24.6832,5.93789,15.972000000000001,18.413,5.70186
chr6:135773014-135773015,21.5761,104.939,1.9472,5.00932,24.6553,5.9208099999999995,15.9767,18.3494,5.69255
